article_name,author,email
https://www.wsj.com/articles/meet-the-woman-who-made-netflixs-tiger-king-must-see-quarantine-tv-11589115600,['Joe Flint'],"['support@wsj.com', 'support@wsj.com', 'support@wsj.com', 'support@wsj.com', 'support@wsj.com', 'support@wsj.com', 'support@wsj.com', 'support@wsj.com', 'support@wsj.com', 'support@wsj.com']"
https://www.telegraph.co.uk/films/0/best-movies-all-time-100-greatest-films/,"['Robbie Collin', 'Film Critic']",[]
https://abcnews.go.com/GMA/News/fiancee-late-aaron-hernandez-speaks-sexuality-docuseries/story?id=68530134,"['Abc News', 'Ella Torres', 'January', 'Min Read']",[]
http://www.bbc.com/culture/story/20200415-the-best-tv-series-to-watch-in-lockdown,['Jennifer Keishin Armstrong'],[]
https://www.yahoo.com/entertainment/fuller-house-trailer-wedding-brings-160136919.html,['Andy Swift'],[]
https://edition.cnn.com/2020/04/30/entertainment/what-to-watch-movies-series-may/index.html,['Lisa Respers France'],"['WMPrivacy@warnermediagroup.com', 'WMPrivacy@warnermediagroup.com', 'WMPrivacy@warnermediagroup.com']"
https://blog.hubspot.com/marketing/target-audience,['Kayla Carmicheal'],[]
https://www.webmd.com/health-insurance/news/20200206/more-patients-turning-to-direct-primary-care,"['Christine', 'Lehmann']",[]
https://markets.businessinsider.com/news/stocks/regeneron-stock-price-earnings-coronavirus-drug-update-sp500-best-performer-2020-5-1029167569,['Finanzen.Net Gmbh'],[]
https://digg.com/2020/here-are-some-great-short-films-about-the-outdoors-you-can-watch-for-free-as-featured-at-the-banff-film-festival,[],[]
https://www.ebay.com/p/236958512,[],[]
https://www.cnet.com/news/best-vpn-service-in-2020/,"['Rae Hodge', 'David Gewirtz']",[]
https://finance.yahoo.com/news/the-coronavirus-lockdowns-are-boosting-netflix-but-leaving-hulu-lagging-behind-142530951.html,['Alexandra Canal'],[]
http://entertainment.yahoo.com/,[],[]
https://www.marketwatch.com/story/amcs-stock-soars-after-report-amazon-held-merger-talks-2020-05-11,['Tomi Kilgore'],['tkilgore@marketwatch.com']
https://www.cnbc.com/2020/05/11/stock-futures-are-flat-as-investors-monitor-efforts-to-reopen-the-economy.html,"['Fred Imbert Yun Li', 'Fred Imbert', 'Yun Li']","['Meredith@cnbc.com', 'Meredith@cnbc.com']"
https://www.theverge.com/2020/3/25/21191604/watch-movies-friends-online-netflix-hulu-youtube-party-twoseven-metastream-amazon-hbo-scener,"['Aliya Chaudhry', 'May']",[]
,error,error
https://www.investopedia.com/netflix-stock-slumps-on-earnings-miss-4844449,['Richard Suttmeier'],[]
https://www.fastcompany.com/90503353/quarantine-culture-report-louis-armstrong-is-trending-billie-eilish-is-not,[],[]
https://www.theatlantic.com/health/archive/2020/05/where-movie-theaters-go-from-here/611449/,['Anna Elizabeth'],['letters@theatlantic.com']
https://time.com/5835519/best-korean-dramas-netflix/,['Kat Moon'],"['feedback@time.com', 'moon@time.com', 'moon@time.com', 'feedback@time.com']"
https://www.wired.com/story/best-vpn/,"['Scott Gilbertson', 'Scott Gilbertso']",[]
https://www.independent.co.uk/extras/indybest/gadgets-tech/dating-apps-tinder-hinge-bumble-sites-free-lockdown-coronavirus-a9454916.html,['Louise Whitbread'],[]
https://www.latimes.com/entertainment-arts/tv/story/2020-05-08/netflix-dead-to-me-james-marsden,"['Staff Writer', 'Ashley Lee Is An Entertainment News Reporter At The Los Angeles Times. She Was Previously A New York-Based Editor At The Hollywood Reporter', 'Where She Covered Film Festivals', 'Awards Shows', 'Protested Alongside Michael Moore', 'Mark Ruffalo', 'Got Into The Room Where It Happens For', 'Hamilton S', 'Mike Pence Moment. She Also Completed The Eugene O Neill Theater Center S National Critics Institute', 'Poynter S Power Of Diverse Voices Workshop']",[]
https://www.salesforce.com/eu/products/platform/what-is-digital-transformation/,[],[]
https://www.pbs.org/newshour/show/what-covid-19-has-meant-for-dating-in-america,['Lisa Desjardins'],"['AppIcon57x57@2x.png', 'AppIcon72x72@2x.png']"
https://www.cbsnews.com/pictures/best-movies-streaming-right-now-on-netflix/,[],[]
https://www.buzzfeed.com/tatianatenreyrowhitlock/looks-like-were-finally-getting-the-community-movie,['Tatiana Tenreyro'],['tenreyro@buzzfeed.com']
https://www.entrepreneur.com/article/349946,['Deep Patel'],[]
https://ca.finance.yahoo.com/news/stock-market-news-live-may-7-2020-221720513.html,['Emily Mccormick'],[]
https://economictimes.indiatimes.com/markets/expert-view/what-makes-jim-rogers-extremely-bullish-on-gold-silver/articleshow/75646164.cms,[],['et@timesinternet.in']
https://www.nbcnews.com/think/opinion/netflix-movie-extraction-waste-chris-hemsworth-s-comedic-acting-talents-ncna1192046,"['Noah Berlatsky', 'Noah Berlatsky Is A Freelance Writer', 'Critic In Chicago.']",[]
https://i-d.vice.com/en_uk/article/k7ewdv/asa-butterfield-interview-sex-education,[],[]
https://au.finance.yahoo.com/news/how-start-dropship-store-210047480.html,['Jack Bloomfield'],[]
https://hbr.org/2020/05/working-parents-make-friendships-a-part-of-your-routine,[],"['harvard@cdsfulfillment.com', 'harvard@cdsfulfillment.com', 'hbr@subscription.co', 'hbr@subscription.co', 'customerservice@harvardbusiness.org', 'customerservice@harvardbusiness.org']"
https://www.vice.com/en_us/article/z3b5yw/tom-seguras-new-netflix-special-is-an-inspiring-and-disgusting-distraction,[],[]
https://www.abc.net.au/news/2020-05-12/michael-jordan-the-last-dance-netflix-drops-episodes-7-and-8/12238606,[],[]
https://www.healthline.com/nutrition/game-changers-review,[],[]
https://www2.deloitte.com/us/en/insights/industry/telecommunications/future-of-cloud-gaming.html,[],"['dvandyke@deloitte.com', 'dvandyke@deloitte.com']"
https://www.ft.com/content/5c8c5f90-7368-11ea-ad98-044200cb277f,['Emma Jacobs'],[]
https://www.nationalgeographic.com/animals/2020/03/captive-tigers-joe-exotic-tiger-king/,"['Photograph Steve Winter', 'National Geographic', 'Photograph Joel Sartore', 'Nat Geo Image Collection']","['ngwildlife@natgeo.com', 'ngwildlife@natgeo.com']"
https://fortune.com/2020/04/17/what-to-watch-stream-this-weekend-vod-netflix-amazon-prime-extra-ordinary-sergio/,[],[]
https://sea.mashable.com/culture/9721/coronavirus-got-you-stuck-at-home-have-fun-with-friends-online-with-these-6-cool-activities,[],[]
https://www.businesswire.com/news/home/20200505005240/en/Introducing-Schwab-Stock-Slices%E2%84%A2-%E2%80%93-Designed-Investing,[],"['cianfrocca@schwab.com', 'cianfrocca@schwab.com', 'cianfrocca@schwab.com', 'cianfrocca@schwab.com']"
https://www.change.org/p/netlfix-cbc-disney-and-awae-fans-renew-anne-with-an-e-for-season-4,[],['europe@change.org']
https://help.netflix.com/en/node/114277,[],[]
https://www.bizjournals.com/cincinnati/news/2020/01/24/p-gs-old-spice-guy-to-help-launch-new-line-appear.html,error,error
https://films.nationalgeographic.com/sea-of-shadows,[],[]
https://www.aol.com/article/lifestyle/2020/05/02/lancome-juicy-tube-lip-gloss/24178669/,"['Aol Staff', 'Jamé Jackson']",['yourfriend@email.com']
https://www.prnewswire.com/news-releases/lg-usa-begins-rollout-of-2020-oled-tv-lineup-301025014.html,['Lg Electronics Usa'],[]
https://www.statista.com/chart/21433/top-tech-stocks-outperforming-market/,"['Willem Roper', 'Felix Richter']","['roper@statista.com', 'roper@statista.com', 'roper@statista.com', 'richter@statista.com', 'richter@statista.com']"
https://imgur.com/gallery/LqE5M7a,[],[]
https://timesofindia.indiatimes.com/business/india-business/india-tops-zoom-downloads-in-april/articleshow/75635531.cms,[],['mishra@timesgroup.com']
https://support.patreon.com/hc/en-us/articles/360043055071-New-Sales-Tax-Requirements-on-Patreon,"['On May', 'Patreon Announced That We Are Being Required Law To Start Adding Sales Tax To More Patron Pledges Starting On July', 'This Affects Patrons In', 'Parts Of', 'The Us', 'Other Countries', 'Patreon Already Handles Charging', 'Paying Vat', 'Sales Tax', 'For Patrons In The Eu']",[]
https://giphy.com/gifs/netflix-winter-horse-l4JyQKLbPCIWPhdCM,[],[]
https://telecom.economictimes.indiatimes.com/news/jio-facebook-partnership-to-shake-up-indas-telecom-sector/75286131,[],"['contactus@etretail.com', 'contactus@etauto.com', 'contactus@ethealthworld.com', 'contactus@ettelecom.com', 'contactus@etenergyworld.com', 'contactus@etcio.com', 'editor@ettech.com', 'contactus@etrealty.com', 'contactus@etbrandequity.com', 'contactus@etcfo.com', 'contactus@etciso.in', 'contactus@etciso.in', 'contactus@etmasterclass.com', 'contactus@etbfsi.com', 'contactus@etgovernment.com', 'contactus@ethospitalityworld.com', 'contactus@ethotelier.com', 'contactus@ettextile.com', 'contactus@etfacilities.com', 'contactus@etsports.com', 'contactus@etelectronics.com', 'contactus@etshipping.com', 'contactus@etsafety.com', 'contactus@etpackaging.com', 'contactus@etconstruction.com', 'contactus@etlight.com', 'contactus@etwastemanagement.com', 'contactus@etaviation.com', 'contactus@etsalon.com', 'contactus@ethrworld.com', 'contactus@etlegalworld.com', 'contactus@ettravelworld.com', 'contactus@etwaterworld.com', 'contactus@etpharma.com', 'contactus@ettelecom.com']"
https://news.samsung.com/global/how-to-get-the-best-out-of-samsung-keyboard,[],"['comm@samsung.com', 'comm@samsung.com']"
https://www.pcmag.com/picks/the-best-vpn-services,[],[]
https://www.techradar.com/news/10-of-the-best-netflix-original-movies-and-5-of-the-worst,['Richard Edwards'],[]
https://www.foxnews.com/entertainment/best-reality-shows-netflix,['Mariah Haas'],"['adsales@foxnews.com', 'adsales@foxnews.com']"
https://www.sfgate.com/shopping/slideshow/free-80s-and-90s-movies-on-imdb-tv-202138.php,['Ana Suarez'],[]
https://people.com/tv/fuller-house-final-season-trailer/,['Jodi Guglielmi'],[]
https://www.consumerreports.org/streaming-media/find-out-where-movies-tv-shows-series-are-streaming/,['James K. Willcox'],[]
https://thenextweb.com/shareables/2020/03/12/pornhub-free-italy-coronavirus/,[],['harmen@thenextweb.com']
https://www.digitaltrends.com/movies/best-new-shows-to-stream-this-week/,"['Nick Perry', 'Christine Persaud', 'May']",['memberships@digitaltrends.com']
https://www.rollingstone.com/tv/tv-lists/best-science-fiction-tv-shows-of-all-time-65434/,"['Scott Tobias Noel Murray Jenna Scherer Sam Adams David Fear Sean T. Collins Maria Fontoura Brian Tallerico', 'Scott Tobias', 'Noel Murray', 'Jenna Scherer', 'Sam Adams', 'David Fear', 'Sean T. Collins', 'Maria Fontoura', 'Brian Tallerico']",[]
https://www.vox.com/2020/2/1/21115115/the-witcher-timeline-spoilers-explained,"['Alex Abad-Santos', 'Kelsey Piper', 'Rebecca Heilweil', 'Peter Kafka', 'Shirin Ghaffary', 'Jason Johnson', 'Jen Kirby', 'Feb']",[]
https://www.hollywoodreporter.com/live-feed/more-tiger-king-coming-netflix-1294224,"['Gary Baum', 'Gary.Baum Thr.Com']","['baum@thr.com', 'baum@thr.com']"
https://www.theglobeandmail.com/arts/film/article-full-stream-ahead-what-to-stream-this-mothers-day-weekend-on-netflix/,"['Follow Barry Hertz On Twitter', 'Barry Hertz']","['check@2x.png', 'check@2x.png', 'check@2x.fff', 'check@2x.png', 'publiceditor@globeandmail.com', 'feedback@globeandmail.com', 'feedback@globeandmail.com', 'letters@globeandmail.com', 'letters@globeandmail.com', 'letters@globeandmail.com', 'letters@globeandmail.com', 'letters@globeandmail.com', 'letters@globeandmail.com']"
https://www.smashingmagazine.com/2020/04/nodejs-internals/,['About The Author'],"['advertising@smashingmagazine.com', 'advertising@smashingmagazine.com']"
https://qz.com/1835770/disneys-streaming-service-is-booming-thanks-to-coronavirus/,['Adam Epstein'],['aepstein@qz.com']
https://www.newyorker.com/culture/on-television/the-best-television-shows-to-stream-now,"['Troy Patterson', 'Troy Patterso', 'Doreen St. Féli', 'Richard Brod']",[]
https://www.newsweek.com/how-get-away-murder-season-6-streaming-watch-online-htgawm-abc-netflix-1495760,error,error
https://www.today.com/popculture/best-kids-movies-stream-netflix-hulu-more-t179875,"['Terri Peters', 'Terri Peters Is A Writer', 'Editor For Today.Com', 'Editor Of The Today Parenting Team. She Lives In A Small Beach Town On The Atlantic Coast Of Florida With Her Husband', ""Two Kids. When She Isn'T Writing"", ""Terri Can Be Found Feeding Her Backyard Flock Of Chickens Or Exploring Florida'S Theme Parks"", 'Beaches With Her Family.']",[]
https://www.espn.com/nfl/story/_/id/29137990/how-christian-mccaffrey-brothers-staying-football-ready,"['David Newton', 'Dan Graziano', 'Ben Baby', 'Brady Henderson', 'Marcel Louis-Jacques', 'Todd Archer', 'Nick Wagoner', 'Jake Trotter', 'Jeff Legwold', 'Turron Davenport']","['logo@2x.png', 'logo@2x.png', 'blur@3x.png', 'logo@2x.png', 'blur@3x.png', 'logo@2x.png', 'blur@3x.png', 'logo@2x.png', 'blur@3x.png', 'logo@2x.png', 'blur@3x.png']"
https://gizmodo.com/alamo-drafthouse-saves-us-from-the-deluge-of-bad-conten-1843323282,[],['ckeck@gizmodo.com']
https://www.vogue.com/article/best-sad-tearjerker-movies,"['Emma Specter', 'Emma Specte']",[]
https://www.smh.com.au/culture/movies/to-infinity-and-beyond-netflix-a-guide-to-free-movies-online-20200420-p54lhs.html,['Paul Byrnes'],[]
https://slate.com/culture/2020/05/best-movies-tv-netflix-hbo-amazon-prime-hulu-may-2020.html,"['Sam Adams', 'Cornelia Channing', 'Marissa Martinelli', 'Forrest Wickman']","['promo@2x.png', 'advertise@slate.com', 'feedback@slate.com', 'promo@2x.png', 'bermi@bermilabs.com']"
https://www.pcworld.com/article/3527298/nordvpn-review.html,[],[]
https://lifehacker.com/popcorn-time-is-back-to-help-you-stream-movies-and-tv-s-1842399450,[],['murphy@lifehacker.com']
https://www.zdnet.com/article/how-to-watch-super-bowl-2020-stream-chiefs-vs-49ers-for-free-without-cable/,['Steven J. Vaughan-Nichols'],[]
https://www.weforum.org/agenda/2020/05/covid-19-where-consumers-are-flocking-under-lockdown/,"['Johnny', 'Ross Chainey', 'Reuters Staff', 'Alice Hazelton', 'Martha', 'Written By', 'Linda Lacina', 'Joe Myers', 'Amit Mehra', 'Johanna Rick']",[]
https://www.engadget.com/2020-04-01-dell-xps-13-review-best-ultraportable.html,[],[]
https://nymag.com/strategist/article/best-masterclass-classes.html,['Louis Cheslaw'],[]
https://www.news.com.au/sport/sports-life/eugenie-bouchard-agrees-to-a-date-after-instagram-live-ambush/news-story/a5cf4c864e9c5741fb57d25b15c78398,['James Matthey'],[]
https://www.adweek.com/brand-marketing/atts-beloved-spokesperson-lily-is-back-and-working-from-home/,[],[]
https://io9.gizmodo.com/disneys-pirates-of-the-caribbean-could-be-eyeing-a-new-1843376056,[],['whitbrook@gizmodo.com']
https://www.walmart.com/ip/VIZIO-50-Class-4K-UHD-LED-SmartCast-Smart-TV-HDR-D50x-G9/188972701,"['Nbrown', 'Bill', 'Centella', 'Calbha', 'Andi', 'Daniel', 'Disappointed']","['name@example.com', 'FeedbackTab@2x.png', 'example@example.com']"
https://venturebeat.com/2020/04/05/facebook-kills-software-updates-for-samsung-gear-vr/,['David Heaney'],['partners@venturebeat.com']
https://www.accenture.com/us-en/insights/technology/technology-trends-2020,"['Paul Daugherty', 'Marc Carrel-Billiard', 'Michael Biltz', 'Paul Daugherty Is Accenture S Chief Technology', 'Innovation Officer', 'Leads The Company S Technology Innovation', 'Ecosystem Group. He Is Also A Member Of Accenture S Global Management Committee. In Addition To Overseeing Accenture S Technology Strategy', 'Paul Has Responsibility For Driving Innovation Through R D Activities In Accenture Labs', 'Leveraging Emerging Technologies To Bring The Newest Innovations To Clients Globally.', 'Marc Carrel-Billiard Is The Global Senior Managing Director Of Accenture Labs']",[]
https://theconversation.com/cardi-b-says-shit-is-gettin-real-as-coronavirus-pandemic-reveals-cracks-in-celebrity-capitalism-135600,['Cheryl Thompson'],[]
https://www.theregister.co.uk/2020/02/05/galileo_uk_clause/,['Richard Speed'],['webmaster@theregister.co']
https://www.space.com/author/tariq-malik,[],[]
https://www.canva.com/learn/instagram-logo/,error,error
https://miami.cbslocal.com/photo-galleries/2020/05/11/2020-celebrity-deaths/,[],[]
https://www.chicagotribune.com/entertainment/tv/ct-ent-jerry-seinfeld-comedians-in-cars-getting-coffee-lawsuit-20200508-mji6pedwpbdjlcmzxcjqa564lm-story.html,['Larry Neumeister'],[]
https://www.bostonglobe.com/2020/05/06/lifestyle/mindy-kalings-never-have-i-ever-was-most-popular-show-netflix-following-its-debut/,[],['pattison@globe.com']
https://animals.howstuffworks.com/pets/cats-knead.htm,['Jan'],[]
https://www.hostgator.com/blog/domain-name-suggestions-website-name-ideas/,[],[]
https://computer.howstuffworks.com/internet/social-networking/networks/apps-to-stay-connected-coronavirus.htm,['Mar'],[]
https://www.aarp.org/entertainment/television/info-2020/best-tv-shows-to-watch-spring.html,['Tim Appelo'],[]
https://www.thetimes.co.uk/article/the-last-kingdom-netflix-alfred-was-king-of-the-road-zgl9xh67g,['Emma Yeomans'],[]
https://news.yahoo.com/history-behind-netflix-documentary-murder-110054674.html,['Mahita Gajanan'],[]
https://us.norton.com/internetsecurity-privacy-are-free-vpns-safe.html,[],[]
https://detroit.eater.com/2020/5/8/21251908/halal-restaurants-ramadan-iftar-food-metro-detroit-dearborn-hamtramck-business-coronavirus-covid-19,"['Nargis Rahman', 'May']","['detroit@eater.com', 'detroit@eater.com']"
https://about.att.com/story/2020/att_tv.html,[],[]
https://ubuntu.com/blog/go-for-ros,[],[]
https://www.target.com/p/vizio-v-series-55-34-class-54-5-34-diag-4k-hdr-smart-tv/-/A-53281451,[],[]
https://radio.foxnews.com/2020/05/04/ronna-mcdaniel-hillary-gets-our-base-motivated-so-i-hope-shes-bidens-vp/,['Jon Costantino'],['menu@2x.png']
https://ny.eater.com/2020/5/11/21254501/jacques-torres-soho-flagship-closed-nyc,"['Serena Dai', 'Ryan Sutton', 'Tanay Warerkar', 'Luke Fortney', 'Charu Suri', 'Eater Staff', 'May']",[]
https://www.timeout.com/london/news/the-best-music-documentaries-you-can-watch-for-free-on-youtube-032320,[],[]
https://www.bonappetit.com/story/love-is-blind,"['Lily Diamond', 'Lily Diamon', 'Hilary Cadigan']",[]
https://blog.hootsuite.com/instagram-collage/,"['About The Author', 'Katie Is A Writer', 'Photographer Based In Toronto. She Used To Be Indecisive', ""But Now She'S Not Sure.""]",[]
https://sexeducation.fandom.com/wiki/Sex_Education_Wiki,[],[]
https://austin.eater.com/2020/5/5/21246101/queer-eye-antoni-porowski-austin-series-show-me-what-youre-working-with,"['Erin Russell', 'Nadia Chaudhury', 'May']",[]
https://www.webex.com/webexremotework.html,[],[]
https://www.eater.com/2020/5/11/21254488/from-the-editor-letter-delivery-apps-legislation,"['Amanda Kludt', 'Elazar Sontag', 'Jaya Saxena', 'Nikita Richardson', 'Cassandra Brooklyn', 'Patty Diez', 'May']",[]
https://philadelphia.cbslocal.com/2020/05/08/philadelphia-eagles-2020-schedule-cheil-kapadia-colleen-wolfe/,[],[]
https://blog.trello.com/work-from-home-guides,"['Rani Shah', 'March']",[]
http://www.asahi.com/ajw/articles/13281777,[],['en_logo@2x.png']
https://www.dw.com/en/coronavirus-is-the-eus-erasmus-program-under-threat/a-53019986,"['Deutsche Welle', 'Www.Dw.Com']",[]
https://www.politico.com/newsletters/huddle/2020/04/15/republicans-crank-up-the-pressure-on-trump-to-open-the-economy-488925,['Follow Us On Twitter'],['mzanona@politico.com']
https://newyork.cbslocal.com/2020/05/08/companies-benefit-coronavirus-amazon-netflix-microsoft/,[],[]
https://blog.us.playstation.com/2020/01/31/the-drop-new-playstation-games-for-february-4-2020/,"['Https', 'Blog.Playstation.Com Author Jmassongill', 'Justin Massongill', 'Content Communications Manager', 'Sony Interactive Entertainment', 'Vice President', 'Global Marketing', 'President', 'Ceo', 'Senior Manager Of Game Services Content']",[]
https://boston.cbslocal.com/2020/05/09/coronavirus-instacart-fedex-fidelity-investments-companies-hiring-during-the-quarantine/,[],[]
https://www.iheart.com/content/2020-05-03-pranksters-trick-carole-baskin-into-her-first-post-tiger-king-interview/,['Dave Basner'],[]
https://dfw.cbslocal.com/2020/05/11/tiger-king-joe-exotics-legal-team-pursues-presidential-pardon-from-trump/,[],[]
https://gone.fandom.com/wiki/Gone_(Movie/_TV_Series),[],['GoneCasting@engageproductions.co']
https://www.sciencemag.org/careers/2020/03/science-ing-home-isn-t-easy-our-humor-columnist-shares-his-tips,['Adam Ruben'],[]
https://london.eater.com/2020/4/3/21206632/best-food-shows-films-netflix,"['Sejal Sukhadwala', 'Apr']",[]
https://earther.gizmodo.com/fukushimas-exclusion-zone-is-being-overtaken-by-wild-an-1840854810,[],['kahn@earther.com']
https://money-heist.fandom.com/wiki/Money_Heist_Wiki,[],[]
https://news.utexas.edu/2020/02/04/brene-brown-brings-dare-to-lead-program-to-ut-as-new-visiting-professor-of-management/,[],"['dannenmaier@mccombs.utexas', 'dannenmaier@mccombs.utexas']"
https://power961.iheart.com/featured/atlanta/content/2020-01-31-casting-for-stranger-things-4-is-happening-in-atlanta/,['Wesley Sharp'],"['DanHunt@iheartmedia.com', 'mishelle@iheartmedia.com', 'CherylErvin@iheartmedia.com', 'maddox@iheartmedia.com', 'sharp@iheartradio.com', 'sharp@iheartradio.com']"
https://la.eater.com/2020/4/1/21201954/restaurants-los-angeles-close-coronavirus-worry-employees-sick-scare,"['Farley Elliott', 'Euno Lee', 'Mona Holmes', 'Eater Staff', 'Apr']",[]
https://blogs.scientificamerican.com/cross-check/whats-wrong-with-physics/,"['John Horgan', 'About The Author S', 'John Horgan Directs The Center For Science Writings At The Stevens Institute Of Technology. His Books Include', 'Recent Articles']",[]
https://denver.cbslocal.com/2020/04/02/tiger-king-wild-animal-sanctuary-keenesburg-colorado-oklahoma-docuseries-joe-exotic-joe-maldonado-passage-gw-zoo/,[],[]
https://www.emarketer.com/content/q1-2020-digital-video-trends,[],[]
https://anchor.fm/letterboxd,[],"['133d445c@anchor.fm', 'header@2x.png', 'header@2x.png', 'apple_podcasts@2x.png', 'breaker@2x.png', 'castbox@2x.png', 'google_podcasts@2x.png', 'overcast@2x.png', 'pocket_casts@2x.png', 'radiopublic@2x.png', 'spotify@2x.png', 'stitcher_dark@2x.png', '4@2x.png']"
https://gaming.stackexchange.com/questions/364771/why-do-none-of-my-pikachu-have-the-option-to-evolve-into-raichu,[],['icon@2.png']
https://philly.eater.com/2020/5/11/21253989/philly-italian-restaurants-neapolitan-pizza-joe-cicala-pop-up-takeout,"['Rachel Vigoda', 'May']",[]
https://www.refinery29.com/en-us/project-manager-athens-ga-salary-money-diary,"['Whizy Kim', 'Sarah Midkiff', 'Project Manager In Athens', 'Ga - Money Diary']","['feedback@refinery29.com', '550b75c4b603405f929c2c5409a65bc2@sentry.aws']"
https://www.thesun.co.uk/news/11581968/madeleine-mccann-investigator-who-fleeced-her-parents-out-of-300k-died-in-bloodied-fall-at-mansion/,['Joe Duggan'],[]
https://www.technologyreview.com/2020/05/11/1001563/covid-pandemic-broken-ai-machine-learning-amazon-retail-fraud-humans-in-the-loop/,['Will Douglas Heaven'],[]
https://www.express.co.uk/showbiz/tv-radio/1264690/rick-and-morty-season-4-uk-return-date-when-does-rick-and-morty-come-back-channel-4,['Hayley Anderson'],[]
https://www.boston.com/culture/entertainment/2020/05/06/never-have-i-ever-reviews,"['Kevin Slane', 'May']",['bolitho@globe.com']
https://metro.co.uk/2020/02/23/much-netflix-subscription-cost-uk-12284430/,['Aidan Milan'],[]
https://www.standard.co.uk/go/london/film/when-will-vue-cinemas-open-a4438526.html,['Harry Fletcher'],[]
https://www.bustle.com/p/the-new-shows-movies-on-netflix-this-week-include-a-hit-canadian-comedy-22623616,[],[]
https://www.buzzfeednews.com/article/krystieyandoli/netflix-13-reasons-why-final-season,"['Krystie Lee Yandoli', 'Buzzfeed News Reporter']","['yandoli@buzzfeed.com', 'yandoli@buzzfeed.com']"
https://www.thedailybeast.com/netflixs-dead-to-me-found-a-brilliantly-soapy-way-to-bring-back-james-marsden-in-season-2,"['Laura Bradley', 'Entertainment Reporter']","['leon@thedailybeast.com', 'Bradley@thedailybeast.com']"
https://gadgets.ndtv.com/entertainment/news/rick-and-morty-season-4-episode-6-7-8-9-10-india-netflix-release-date-watch-online-2226681,"['Akhil Arora', 'Email Akhil', 'Akhil Arora Covers Entertainment For Gadgets', 'Interviewing Stars Such As Christian Bale', 'Anurag Kashyap', 'Covering Series Premieres', 'Product', 'Service Launches Across The Globe', 'Looking At American Blockbusters', 'Indian Dramas A Global Socio-Political']",[]
https://www.nasdaq.com/articles/7-safe-stocks-to-buy-on-the-coronavirus-dip-2020-04-23,error,error
https://www.irishtimes.com/culture/film/stephen-merchant-s-isolation-diary-living-with-harrison-ford-would-be-very-reassuring-1.4246291,[],['Bundles@2x.png']
https://www.scmp.com/magazines/style/news-trends/article/3052085/who-joe-alwyn-taylor-swifts-british-lover-star-oscar,['Roxanne Dowell'],[]
https://www.wordstream.com/blog/ws/2020/01/07/best-marketing-strategies,['Lisa Smith'],[]
https://news.sky.com/story/coronavirus-first-dates-waitress-laura-tott-contracts-covid-19-after-working-as-paramedic-11973753,"['Bethany Minelle', 'Arts', 'Entertainment Reporter']",['news@sky.com']
https://www.thestar.com/life/relationships/advice/2020/03/27/dating-diaries-i-had-a-feeling-about-nicholas.html,['Special To The Star'],"['starsupport@torstar.ca', 'city@thestar.ca', 'publiced@thestar.ca', 'datingdiariescontact@gmail.com', 'datingdiariescontact@gmail.com', 'datingdiariescontact@gmail.com', 'datingdiariescontact@gmail.com']"
https://apnews.com/5bda99272c93264c66078372b1ff43da,['Tali Arbel'],['support@apnews.com']
https://zentalk.asus.com/en/discussion/15294/hd-watch-power-season-6-episode-11-2019-online-full-n-free-putlocker-s,error,error
https://www.nba.com/magic/jonathan-isaac-participates-online-qa-magic-season-ticket-holders-20200430,"['Posted', 'Apr']",[]
https://www.ndtv.com/entertainment/she-review-women-deserve-better-than-this-netflix-series-two-stars-out-of-five-2198068,[],[]
https://www.bankrate.com/finance/credit-cards/should-i-pay-bills-utilities-with-a-credit-card/,['Raychelle Heath'],[]
